doc_id,text,corn,cotton,rice,soybean,wheat
19,"SMALL QUANTITY OF U.K. WHEAT SOLD TO HOME MARKET A total of 2,769 tonnes of British intervention feed wheat, out of an available 57,300 tonnes, was sold at today's tender for the home market, the Home Grown Cereals Authority, HGCA, said.     Price details were not reported.  Reuter &#3;",0,0,0,0,1
1,"TANZANIA SELLS MAIZE TO MALAWI, MOZAMBIQUE, ZAIRE Tanzania has arranged to sell 53,000 tonnes of maize to Malawi, Mozambique and Zaire, radio Tanzania said.     The radio said the grain would be delivered soon, but gave no details about the value of the sales.     Tanzania is expecting a record maize harvest of 2.3 mln tonnes in the 1987/88 financial year ending June, up from a bumper crop of 2.1 mln in 1986/87.  REUTER &#3;",1,0,0,0,0
2,"TANZANIAN COTTON THREATENED BY LACK OF STORAGE About 60,000 tonnes of harvested raw cotton may be spoiled by rain in Tanzania's northern Shinyanga region because it is stored in the open or in crude village sheds, radio Tanzania reported.     The cotton, worth one billion shillings, cannot be moved to ginneries in the region because most mill warehouses are full. Many mills are not working because of a lack of spare parts, it added.     Agriculture Ministry officials have forecast a 1987/88 cotton harvest of about 200,000 tonnes, down from 215,000 in 1986/87.  REUTER &#3;",0,1,0,0,0
3,"RICE RESEARCH INSTITUTE NAMES NEW HEAD The Manila-based International Rice Research Institute (IRRI) said West German agricultural scientist Klaus Lampe will take over as its director-general in early 1988, succeeding M.S. Swaminathan.     An IRRI statement said Lampe, 56, is currently senior adviser to the German Agency for Technical Cooperation at Eschborn and was a former head of the agriculture section of the Federal Ministry for Economic Cooperation.     It said Swaminathan, who has headed IRRI since 1982, will concentrate on environmental and agricultural issues.  REUTER &#3;",0,0,1,0,0
4,"OILMEAL DEMAND STILL STRONG IN U.S., SOVIET UNION Oilmeal demand remained strong in the United States in July and August and six pct up on levels seen in the same months last year, with most of the rise coming in soymeal, the Hamburg based publication Oil World said.     Total U.S domestic usage of the nine major oilmeals rose to a record 19 mln tonnes in October 1986/August 1987, up 4.2 pct on the same year-ago period, with the increase in soymeal at seven pct, it said.     Soviet soymeal demand rose by 310,000 tonnes in July and 330,000 tonnes in August over the respective year-ago months following a huge increase in soymeal imports.     Oil World presumed some imports were not used immediately but went into stocks. With imports again large in September, it estimated Soviet soymeal stocks sharply up at 800,000 tonnes by October 1 from around 130,000 at the same time last year.     EC oilmeal demand rose 100,000 tonnes in August from a year earlier, with soymeal up 45,000 tonnes. Crushings of rapeseed, sunseed and soybeans will probably rise from last year due to bumper EC crops. It estimated the EC rapeseed crop at a record 5.9 mln tonnes, up from 3.7 mln last year. Rapeseed disposals were reported at 2.1 mln tonnes by September 20 against 1.4 mln at that time last year.  REUTER &#3;",0,0,0,1,0
5,"NO PRESSING NEED FOR SOVIET WHEAT SUBSIDY - LYNG The Soviets have not indicated an urgent need for a U.S. wheat subsidy offer, and it is unlikely that such an offer will be ma during the U.S./Soviet summit expected to be held next month, Agriculture Secretary Richard Lyng told Reuters.     In an exclusive interview with Reuters, Lyng said he did not know if the United States will offer Moscow another wheat subsidy offer this year or when that offer will be made.     ""Last year it was well into the year before we offered it. There's been nothing that's taken place to indicate to me that there's a pressing need on their part for that sort of deal (a wheat subsidy).""     When asked if a subsidy would be offered at a U.S./Soviet summit, Lyng said, ""No, I don't think so. I don't think that.""     The Agriculture Secretary said a U.S. wheat subsidy deal to Moscow would not be the kind of topic appropriate for discussion at a summit.     ""It would not be the kind of issue that the President or the Chairman would get into specific negotiations or discussions about,"" Lyng said.     ""When Mr. Nikonov (communist party secretary for agriculture) was here ... he indicated that trade in wheat was not something that would be discussed with the President of the United States. He said it's not presidential,"" Lyng said.     Lyng said uncertainties about wheat quality in some major producing areas of the world, volatile wheat prices and the still unfinished Soviet grain harvest could delay any final decision on the timing of another wheat subsidy to Moscow.     The future of the U.S./Soviet long-term grains agreement will be discussed the first of next year, Lyng said, but the Agriculture Secretary questioned the benefits of the long-standing agreement.     ""We've had three years in a row in which the Soviets have failed to live up to their end of the agreement ... We would love to continue to keep doing busines with the Soviet Union, but do we need a long-term agreement. Who benefits from that. These are some of the questions we need to discuss.""     When asked if he felt the United States has benefitted from the agreement, Lyng said, ""I don't know. It certainly hasn't been what we had hoped it would be. For three years running they've (Moscow) failed to live up to what we considered was an agreement.""  Reuter &#3;",0,0,0,0,1
6,"ALGERIA BUYS 75,000 TONNES EEP WHEAT - TRADE Indications are that USDA accepted Algeria's bid for 75,000 tonnes of hard red winter wheat, but rejected bids for the remaining 225,000 tonnes under its export bonus tender, U.S. exporters said.     USDA accepted Algeria's bid of 94.00 dlrs per tonne, c and f, for 50,000 tonnes for Nov 10-25 shipment and 25,000 for Nov 20-Dec 10, the sources said. It rejected bids for wheat for later shipment dates, they said.  Reuter &#3;",0,0,0,0,1
7,"SRI LANKA POSTPONES EEP WHEAT TENDER - TRADE Sri Lanka has postponed until November its tender for 75,000 tonnes of wheat under the export bonus program, originally scheduled for today, U.S. exporters said.  Reuter &#3;",0,0,0,0,1
8,"LYNG PLEASED EC TO OFFER GATT FARM PROPOSAL U.S. Agriculture Secretary Richard Lyng said he is pleased the European Community plans to offer a global farm reform plan at GATT later this month, although the United States opposes key parts of the proposal.     ""We're pleased that they have moved in tabling a proposal. It will help us in getting the negotiations underway,"" Lyng told Reuters in an interview Tuesday.     Lyng's comment came after EC ministers in Luxembourg endorsed a farm reform package drafted by the EC Commission. The EC plan will be presented at the next meeting of Uruguay round agriculture negotiators in Geneva on October 26.     Lyng said the United States would oppose parts of the plan seeking a market sharing agreement for grains, and proposing curbs on U.S. soybean and cereal substitute exports to Europe.     The U.S. in July proposed to GATT the elimination of all farm subsidies affecting trade within ten years, and has pressed the EC to make a counter-offer with the aim of reaching a global farm subsidy agreement by the end of 1988.     However, the EC and some U.S. domestic groups have said the Reagan administration plan to end all farm trade subsidies is unrealistic.     Asked about such criticism, Lyng said ""The alternative to doing that is to say that we preserve them and maintain them. I think that is the unrealistic position.""     ""I would suggest that they (EC) listen to what we are trying to say.""     Lyng also rejected suggestions the U.S. and EC agree a freeze in export subsidies to get the GATT negotiations  started.     ""All that some countries would like to have would be a wheat agreement where we would stop export subsidies on wheat. That doesn't do a thing for us,"" Lyng said.     The United States wants an end to subsidies in a range of agricultural products from dairy products to vegetable oils, he said.     At the GATT negotiators meeting next week Canada is expected to offer a proposal as well as the EC.     The United States will be represented at the meeting by former agriculture undersecretary Daniel Amstutz, recently appointed special U.S. negotiator on agriculture.  Reuter &#3;",0,0,0,1,0
9,"RUMORS THAT USSR BUYS U.S. CORN - TRADERS Rumors circulated among the trade this morning that the USSR may have purchased between one and two mln tonnes of U.S. corn, but there was no confirmation.     One dealer said he felt some business had been done, but that the amount probably was on the low end of trade estimates.  Reuter &#3;",1,0,0,0,0
10,"ASA SAYS EC OILSEED POLICY ILLEGAL UNDER GATT The American Soybean Association (ASA) denounced European Community (EC) oilseed policies as illegal under the General Agreement on Tariffs and Trade, and threatened to make an unfair trade complaint if the EC does not remedy the situation.     ASA Vice President James Adams told an ASA-sponsored Outlook 87 conference: ""It will be filed unless the EC takes drastic and immediate steps.""     ""These subsidies are blatantly unfair and are GATT illegal, since they were established after the zero soybean duty was established in 1962,"" he said.     The ASA's unfair trade petition against the EC would ask for an investigation and modification of EC oilseed policies to make the regime non-discriminatory.     The EC in 1962 ruled all EC oilseed imports duty-free, in an effort to fill its oilseed needs. But EC oilseeds production has risen dramatically since then.     The EC now guarantees oilseed prices to farmers above world market levels and is considering implementing a controversial oils and fats tax.     The subsidies ""are obvious attempts to circumvent the zero duty binding and that makes U.S. Farmers mad as hell,"" Adams said.     The ASA is confident the U.S. Congress will support its trade complaint, Adams said. The ASA also strongly opposes an EC proposal to tax vegetable and marine oils consumed in the EC, which will be considered by the EC Commission in December.     U.S. Soybean world market share has declined 35 pct in volume and 40 pct in value since 1982, primarily as a result of EC policies, Adams added.     Lord Plumb, European Parliament President and a speaker at the conference, said the EC expanded oilseed production in 1973 when the U.S. Halted overseas sales of soy products.  Reuter &#3;",0,0,0,1,0
11,"EC AGREES TRADE DEAL WITH ARGENTINA The European Community (EC) agreed a trade deal with Argentina designed to compensate the country following the entry of Spain and Portugal into the group, EC officials said.     Under the deal agreed by EC foreign ministers, Argentina will gain additional trading rights on a series of products including meat, fish and cereals by-products.     But ministers failed to agree on new trade deals with Canada and Japan and are due to study these again, the officials said.     The deal with Argentina was agreed by a majority of EC states after West Germany withdrew objections to increased quotas for Argentina on high-quality beef.     Ireland and France continued to oppose the deal on meat, saying that the main dispute was over sales of cereals substitutes, but they were outvoted by the other states, the officials said. Under the deal, Argentina will benefit from improved quotas on exports of beef to the EC. In particular the quota on high-quality Hilton beef will be raised by 4,500 tonnes to 34,300 tonnes and quotas on frozen boneless beef will be increased by 3,000 tonnes to 53,000 tonnes.     Argentina will also benefit from an additional quota of 5,000 tonnes of frozen hake fillets at 10 pct duty and reduced levies on 550,000 tonnes of wheat bran, the officials said.     The improved trade terms were offered after Argentina said that Spain and Portugal's entry into the EC affected their exports of cereals substitutes to these two countries. They have been negotiated under the rules of GATT (General Agreement on Tariffs and Trade).     But officials said ministers had been unable to resolve Canadian claims that its sales of certain fish to Spain had been affected by the country's EC membership.     Officials said the EC had asked GATT to arbitrate on the fish dispute with Canada.     Ministers also decided to continue talks with Japan. The EC claims that Spain and Portugal's entry into the group has improved trade conditions for Japan but has been unsatisfied with Japanese offers of compensation.     Japan's main offers were to improve inspection systems on citrus fruits to aid EC exports, to improve tariffs for some other farm produce, to increase tariffs for leather footwear and to offer better trade terms for Spain and Portugal.     EC External Trade Commissioner Willy De Clercq told journalists: ""We maintain our position that the (Japanese) concessions were not enough.""     ""We hope that there will be an improvement,"" he said.  Reuter &#3;",0,0,0,0,1
12,"ARGENTINA SETS NEW SUPPORT PRICES FOR GRAINS Argentina's agriculture secretariat set new support prices for grains and oilseeds, an official statement said.     It said the support price for wheat was hiked to 300 Australs per tonne from 250 previously and for sunflowerseed from northwestern Argentina to 450 Australs from 360 previously. It said the price went into effect Monday.     The secretariat said the support price of sorghum was increased to 210 Australs per tonne from 200 Australs previously and for maize to 250 Australs from 220 Australs previously.  Reuter &#3;",0,0,0,0,1
13,"CCC PREPARING WHEAT CATALOGUE The Kansas City Commodity Credit Corp office is preparing a wheat catalogue containing roughly 300 mln bushels, scheduled to be released in the next two to three weeks, a CCC spokesman said.     The catalogue should include all CCC stocks stored at terminals and about 50 pct of the stocks stored at country elevators, the spokesman said. Hard red winter wheat should comprise the bulk of the stocks, followed by spring wheat, he said.     The release date is tentative in case there are snags in the catalogue's preparation, the spokesman said.  Reuter &#3;",0,0,0,0,1
14,"USDA REPORTS CORN SOLD TO USSR Private exporters reported sales of 125,000 tonnes of U.S. corn to the Soviet Union for delivery during the 1987/88 season and under the fifth year of the Long Term Grain Supply Agreement.     The department noted the sales are the first reported for delivery during the fifth year of the Agreement, which began October 1, 1987.     Sales of wheat and corn to the USSR for delivery during the fourth year of the agreement totaled 8,182,500 tonnes -- 4,080,500 tonnes of wheat and 4,102,300 tonnes of corn. In addition, sales of soybeans totaled 68,200 tonnes, it said.  Reuter &#3;",1,0,0,1,1
15,"SPAIN APPEALS FOR EC HELP ON MAIZE IMPORTS Spanish farm minister Carlos Romero, speaking at a meeting of EC farm ministers, called for action to help the Spanish maize market, Spanish diplomatic sources said.     Spain is threatened with massive imports from third countries by the end of the year, they said.     They said the imports are due to come in as a result of the accord by which the EC has promised the United States it will import two mln tonnes of maize and 300,000 tonnes of sorghum into Spain from third countries this year.     Around a sixth of this tonnage has so far come in under a reduced levy system and the EC cereals management committee may decide this week to authorise the Spanish intervention board to make direct purchases.     The sources said Romero urged that other EC countries should take some of the imports to prevent disturbance of the Spanish market.     They said he threatened to withhold support for the EC Commission plan for new limits on farm output which if breached would mean price cuts unless Spain received some help.     The sources said no direct reply was given to Romero at the meeting.  Reuter &#3;",1,0,0,0,0
16,"EL SALVADOR SEEKING PL-480 SOYMEAL, CORN El Salvador will tender October 26 for approximately 26,000 tonnes soybean meal, valued at up to 5.6 mln dlrs, and about 24,500 tonnes bulk corn, with a value of 2.0 mln dlrs, under PL-480 financing, an agent for the country said.     It said the country is seeking soymeal with 48 pct protein minimum, 12 pct moisture maximum, and 3.5 pct maximum crude fiber for delivery from November 15-30.     The U.S. no. 2 or better yellow corn, with 14.5 pct moisture maximum, is for delivery from November 8-25.     Offers on the soymeal and corn are due at 1530 hrs EDT (1930 gmt) Oct 26, and will remain valid until 1000 hrs EDT the next day, the agent said.  Reuter &#3;",1,0,0,0,0
17,"ALGERIA TENDERING FOR BALANCE EEP WHEAT - TRADE Algeria is tendering tonight for 225,000 tonnes of hard red winter wheat at 94.00 dlrs per tonne, c and f, the balance of its original tender under the export bonus program, U.S. exporters said.     Algeria bought 75,000 tonnes for November and early December shipmet at that bid, but USDA rejected the bid on wheat for later shipments, the sources said.  Reuter &#3;",0,0,0,0,1
18,"CANADA PANEL ADVISES CUTTING U.S. CORN DUTY The Canadian Import Tribunal said the countervailing duty on U.S. corn imports should be cut to 30 Canadian cts a bushel from 1.10 dlrs a bushel.     In a report to the Canadian finance department, the tribunal said the duty is hurting Canadian farmers and food processors. The duty was imposed last year after the revenue department found U.S. corn production was subsidized.     It is now up to the government to decide whether to change the duty.  Reuter &#3;",1,0,0,0,0
19,"US TROPICAL OIL LABELING PLAN SUFFERS DEFEAT A proposal to require imported tropical oils to be labeled as saturated fats suffered a narrow and possibly debilitating defeat in the U.S. Senate.     The Senate Agriculture Committee rejected the proposal by a 10-8 vote, virtually snuffing out U.S. soybean producers' hopes the plan would be adopted this year.     A similar proposal has made no headway in the House.     Sen. Tom Harkin (D-Iowa) offered the proposal as an amendment to a farm spending reduction package.     ""I don't see this as a trade issue. I see it as giving American consumers the information they need,"" he said.     Proponents of the measure, including the American Soybean Association, have claimed palm, palm kernel and coconut oils are high in saturated fat and can contribute to heart disease.     The U.S. soybean industry believes labels indicating tropical oils are high in saturated fats would discourage consumption of the oils, imported primarily from Malaysia, Indonesia and the Philippines.     But Sen. Richard Lugar (R-Ind.) read a letter from U.S. Trade Representative Clayton Yeutter, who said the proposal ""blatantly discriminates"" against imports, would be impossible to defend under international trade law and would harm relations with the Philippines, Malaysia and Indonesia.     Yeutter's letter also said Americans derive most of their saturated fats from meat and dairy products and relatively little from tropical oils.     The committee voted largely along party lines, with three Democrats joining seven Republicans to oppose the measure.  Reuter &#3;",0,0,0,1,0
1,"USDA TO UPDATE WINTER WHEAT ACREAGE TOMORROW The U.S. Agriculture Department said it will update its estimate of winter wheat seeded acreage in the prospective planting report, scheduled for release at 1500 est (2100 gmt) tomorrow, March 31.     The original estimate of seedings of winter wheat was published in January.     It said the new survey is possible because of the new integrated nationwide survey program that uses probability sampling procedures that combine information from farmers operating in selected areas and farmers identified on special lists.  Reuter &#3;",0,0,0,0,1
2,"LITTLE RISK SEEN FOR TEXAS COTTON FROM COLD Texas' cotton crop stands little chance of damage from frigid temperatures expected tonight in that state, as very little cotton has been planted, according to Texas agricultural sources and cotton market analysts.     ""It's still pretty early for cotton planting. Only six pct of the crop was planted as of last week,"" said Doug Stillmann, a statistician at the Texas Agricultural Statistic Service in Austin, a division of the U.S. Agriculture Department.     Stillmann and other cotton market sources said planting had begun in the Rio Grande Valley and South Texas areas only, with planting in the crucial high and low plains areas not slated to begin until next month. The high and low plains accounted for 60 pct of the 2.5 mln bales produced in Texas last year, Stillmann said.     Temperatures tonight in most of Texas are expected to drop to freezing to the low 20s, although the lower Rio Grande Valley may see more moderate readings in the middle 30s, according to meteorologists at Accu-Weather Inc.     The price of new-crop cotton on the New York cotton futures market rallied today on weather-related fears.  Reuter &#3;",0,1,0,0,0
3,LOUISIANA WEEKLY CROP REPORT The Louisiana weekly USDA state crop report said there were 2.4 days suitable for fieldwork.     Soil moisture supplies rated 41 pct adequate and 59 pct surplus.     Winter Wheat - fair to good condition. eight pct headed vs 27 pct a year ago and 17 pct average.     Corn - eight pct planted vs 64 pct a year ago and 51 pct average. two pct emerged vs 45 y/a and 23 avg.     Spring Plowing - seventeen pct completed vs 66 pct a year ago and 48 pct avg.  Reuter &#3;,1,0,0,0,1
4,"TEXAS WEEKLY CROP REPORT The Texas weekly USDA state crop report said stormy winter weather limited fieldwork before conditions improved later in the week.     A snowstorm caused some cattle deaths in the Panhandle, and cold, wet weather covered many areas. Windy weather followed to dry fields and limit planting delays.     Small grains made good progress despite cool temperatures which slowed growth. Additional moisture was needed in some areas. Many fields were booting and some were beginning to head. Wheat was rated 16 pct fair, 56 pct good and 28 pct excellent.     Corn and sorghum planting progressed, and land preparation was ahead of schedule in the Plains despite snowy weather. Cotton planting progressed in the Lower Valley.  Reuter &#3;",1,1,0,0,1
5,"OKLAHOMA WEEKLY CROP REPORT The Oklahoma weekly USDA crop report said cold weather slowed crop development and caused some cattle deaths.     Wheat growth was halted by cold weather, and rain early in the week prevented fertilizer application and weed spraying. Fields in the west were short of nitrogen, and moderate insect activity was noted in the southwest region.     Wheat condition was rated 15 pct fair, 84 pct good and one pct excellent.     Row crop activity was very slow amid wet conditions. Topsoil moisture was rated 30 pct adequate and 70 pct surplus, and subsoil moisture was rated 100 pct adequate. Only two days were suitable for fieldwork.  Reuter &#3;",0,0,0,0,1
6,"U.K. WHEAT AND BARLEY EXPORTS ADJUSTED UPWARDS The U.K. Exported 612,000 tonnes of wheat and 498,800 tonnes of barley in February, the Home Grown Cereals Authority (HGCA) said.     Based on the previous provisional figures issued for February, wheat exports were increased by 480,200 tonnes and barley by 283,800 tonnes.     The new figures bring cumulative wheat exports for the period July 1-March 13 to 3.66 mln tonnes and barley to 3.50 mln, compared with 1.47 and 2.09 mln tonnes respectively last season.  REUTER &#3;",0,0,0,0,1
7,"DROUGHT THREAT EASES IN SOUTH CHINA PROVINCE Rainfall in the past few days has eased the threat of drought in the south China province of Guangdong, the New China News Agency said.     It said 75 pct of early rice fields are ready to be planted and seedlings have already been transplanted on 90 pct of rice fields in Hainan island. Some 840,000 hectares of farmland have been planted with cash crops including sugar cane, peanuts and soybeans, 67,000 ha more than in 1986.     The provincial government has increased investment in grain and taken effective measures to combat natural disasters this year, the agency said, but gave no further details.  REUTER &#3;",0,0,1,0,0
8,"COMMODITY PACTS MORE ORIENTED TOWARDS MARKET Consuming countries, chastened by the collapse of International Tin Council (ITC) price support operations in 1985, are insisting more than ever before that commodity pacts reflect the reality of the markets they are serving, a Reuter survey showed.     They want price ranges to be more responsive to market trends - to avoid overstimulating output and straining the accords' support operations - and intervention rules that avoid the risk of exports by non-members undermining the pacts. Consumers and producers, mindful of ITC buffer stock losses, have also sought strict conditions for buffer operations.     Importers and some key exporting countries have shunned a generalised approach to commodity price stabilisation and prefer to assess each commodity case by case, the survey showed.     The International Cocoa Organization (ICCO) last week set precise limits on what the Buffer Stock Manager (BSM) could do under the new agreement. It imposed daily and weekly purchase limits, prohibited the BSM from operating on futures markets and stipulated, after consumer insistence, that up to 15 pct of total buffer stock purchases could be of non-member cocoa. This will help prevent lower quality cocoa from Malaysia, the world's fourth largest producer, undermining the market.     The cocoa pact establishes precise differentials the Buffer Stock Manager must use when purchasing varying grades.     A new International Natural Rubber Agreement (INRA) was adopted earlier this month in Geneva. Importing and exporting countries agreed several changes to make the reference price more responsive to market trends and they eliminated provisions under which the buffer stock could borrow from banks to finance operations. Direct cash contributions from members will fund buffer stock purchases. Bank financing was a particular feature of the failed ITC buffer stock which suffered losses running into hundreds of millions of sterling. Legal wrangles continue.     Recent International Coffee Organization (ICO) negotiations in London exemplified the degree to which consumers insist that agreements reflect market reality, commodity analysts said.     Consumers and a small group of producers argued that ""objective criteria"" should be used to define export quota shares, which would have meant a reduction in the share of Brazil, the world's leading producer. Brazil wanted to maintain its previous quota share of 30 pct. The talks broke down and, although an ICO executive board meeting starts in London today, delegates and trade sources see chances of any near term negotiations on export quota distribution as remote.     International agreements exist for sugar and wheat. These do not have any economic clauses but provide a forum for discussions on possible future economic agreements, collect statistics and draw up market analyses. Analysts said differences between sugar exporting countries have held up any progress towards an accord with economic teeth, while sheer competition between major exporters amid a world grain glut militate against any pact with economic provisions for wheat.     An alternative focus for commodity discussions are international study groups, made up of governments with advice from industry, such as those for lead and zinc and rubber.     The U.N. Common fund for commodities, with a planned directly contributed capital of 470 mln dlrs, has failed to become operational because neither the U.S. Nor the Soviet Union has ratified it. U.S. Officials in Washington said the U.S. Doubts the fund would be able to fulfil its objectives, citing the lack of widespread support.     U.S. Officials in Washington and Malaysian officials in Kuala Lumpur expressed a policy of looking at each commodity pact case by case. U.S. Officials said it has been willing to study individual cases for economically sound, market-oriented commodity accords balancing producer and consumer interests.     ""We see little to be gained by attempting to increase the price of a commodity whose long-term trend is downward,"" official Administration policy states. The U.S. Currently belongs to only two international commodity agreements that have economic clauses - the International Coffee Agreement (ICA) and INRA - but it is also a member of the sugar and wheat pacts.     The U.S. Did not join the International Cocoa Agreement because it considered its proposed price ranges unrealistic and not designed to protect the interests of consuming countries, the State Department said. U.S. Officials singled out the INRA as the one commodity agreement that seems to be working.     U.S. Negotiators were successful in getting other members of the pact to agree that the price review and adjustment mechanism of the rubber agreement would accurately reflect market trends and also to continue the accord as a market oriented agreement, U.S. Officials said.     Canadian officials in Ottawa also said they have consistently tried to look at membership of commodity pacts on the merits of each case. Malaysian Primary Industries Minister Lim Keng Yaik told Reuters in Kuala Lumpur his country, the world's top producer of rubber, tin and palm oil, decides its participation in international commodity pacts case by case.     Malaysia is a member of the Association of Tin Producing Countries (ATPC) which produce 65 pct of world tin. The ATPC launched a plan to limit member tin exports to 96,000 tonnes for a year from March to cut the tin surplus to 50,000 from 70,000.     Economist in the West German Ministry of Agriculture and delegate to cocoa, wheat and sugar agreements Peter Baron told Reuters in London, ""Agreements with economic clauses to stabilise prices could function if fixed price ranges were close to market reality, if there was full participation by producers and consumers, and if participants were prepared to take their obligations in the framework of the agreement seriously.""     But Baron added, ""No real sanctions are available for a country that doesn't stick to its obligations...The German approach is sceptical. We don't think agreements are the best instrument to help developing countries. They were never meant to be a vehicle for the transfer of resources and that is how developing countries often interpret them.""     Traditionally Britain has always been supportive of commodity agreements, reflecting its strong links with Third World producing countries. But recently demands for more stringent and justifiable pacts with emphasis placed on the need for ""intellectual honesty"" and ""objective criteria"" have grown.     British officials stress the need for commodity pacts to be a two way partnership in trade rather than a disguise for aid.     It is now seen as essential that any pacts involving direct market participation through a buffer stock have a high degree of transparency and do not contain the risk of open-ended borrowing that occurred in the tin pact, they said. U.K. Delegates talk of stabilisation and the need for prices to reflect changes in market structure and price trends rather than dictate what prices should be.     A Foreign Ministry official in Tokyo said Japan urges price realism in commodity pacts, adding high prices inflate supply.     A government spokesman in Paris said France is favourable to commodity pacts. France, a large consumer and producer of sugar, favours a sugar pact as long as it reflects the real market situation, particularly regarding stocks.     Indonesia's Foreign Minister Mochtar Kusumaatmadja told Reuters in Jakarta: ""These agreements can work as long as the problems are cyclical..But it's another matter when there are structural problems..But we are still committed to commodity agreements as an act of faith."" Nicaraguan External Trade Minister Alejandro Martinez Cuenca said in London producers cannot afford not to give their backing to commodity agreements.     ""The political will is not there on the part of some consumers to make agreements work,"" Martinez Cuenca said.     The head of the economics department in the Brazilian Foreign Ministry, Sebastiao do Rego Barros, told Reuters an agreement can be successful if it keeps a link with market reality. If you have an agreement such as coffee with a system of quotas, with a link between prices practised inside the pact and actual market prices, it can work. UNCTAD spokesman Graham Shanley said consuming countries realise steady export earnings enhance developing countries' ability to service debt and mean greater demand for industrialised nations' capital goods.  REUTER &#3;",0,0,0,0,1
9,"IVORY COAST BOOSTS MAIZE OUTPUT Ivory Coast maize output has risen steadily during the last two decades and the country aims to produce two mln tonnes annually ""very rapidly,"" the official daily Fraternite Matin reported.     It said the country reached self-sufficiency in maize three years ago and harvested a record 530,000 tonnes in 1985 compared with only 200,000 tonnes 20 years earlier.     The daily did not detail 1986 output but said further production increases are anticipated in the years ahead as part of a policy of boosting domestic output to cut grain imports.  Reuter &#3;",1,0,0,0,0
10,"SOVIET UNION FEATURES IN U.K. GRAIN EXPORTS The Soviet Union featured prominently in U.K. Grain exports outside the EC for the period July 1/March 13, taking a combined total of 1.10 mln tonnes of wheat and barley out of all-destination U.K. Exports of 7.16 mln tonnes, the Home Grown Cereals Authority said, quoting provisional Customs and Excise figures.     The Soviet total comprises 634,000 tonnes of wheat and 472,000 tonnes of barley. Grain traders said the figures understate shipments already made by several thousand tonnes and they expect total U.K. Grain exports to the USSR this season to reach 2.5 mln tonnes, comprising 1.5 mln wheat/1.0 mln barley.  Reuter &#3;",0,0,0,0,1
11,"KANSAS EXCHANGE HITS CFTC POSITION LIMIT PLAN The Kansas City Board of Trade, KCBT, has asked federal futures regulators to modify a proposal to raise the Chicago Board of Trade's, CBT, speculative position limits on wheat futures contracts, saying the plan would put the the Kansas exchange ""at a serious competitive disadvantage.""     The Commodity Futures Trading Commission, CFTC, last month proposed raising CBT wheat speculative limits to 1,200 contracts all months net from 600 contracts, and to 900 contracts for any single month from 600 contracts.     At the same time, CFTC proposed leaving KCBT's wheat speculative position limits unchanged.     ""Higher limits for CBT wheat than for KCBT wheat would significantly impair the KCBT's ability to compete with the CBT for speculative interest,"" Michael Braude, president of the Kansas exchange, said in a letter to CFTC.     A CFTC spokesman said the commission took into account open interest affected by existing speculative limits in proposing to raise CBT's limits.     KCBT said the CFTC proposal would reduce hedging efficiency, constrain growth of intermarket spreading and of the exchange's wheat options contract and impair its ability to attract large speculators.     The Kansas City exchange asked the commission to amend its proposal to change the limits for KCBT wheat to the exact same bushel amount as specified for CBT wheat.     CFTC will consider public comments on the proposal until June 3.  Reuter &#3;",0,0,0,0,1
12,"KANSAS LEGISLATOR PREDICTS EEP WHEAT TO SOVIETS Rep. Pat Roberts, R-Kan., predicted the Reagan administration within the next ten days to two weeks will offer subsidized wheat to the Soviet Union under the Export Enhancement Program, EEP.     Roberts made the comment at a press conference held by Republican members of the House Agriculture Committee.     He did not say on what he based the comment, but an aide said Roberts had been in touch with top Republican officials recently.     The possibility of an expansion of EEP to include wheat to Moscow has been rumored for some time, and some industry sources believe a decision on the issue will be made by the Reagan administration before Secretary of State George Shultz goes to Moscow in April.  Reuter &#3;",0,0,0,0,1
13,"WEATHER HURTING YUGOSLAV WHEAT - USDA REPORT Unfavorable late winter weather conditions in the main wheat growing areas of Yugoslavia indicate dimmed prospects for the emerging winter wheat crop, the U.S. embassy's agricultural officer in Belgrade said.     The officer, who travelled through an area from Belgrade to Subotica, said in a field report dated March 27 the wheat crop had been set back at least three weeks because of a cold spell that followed a period of warm weather.     He said unseasonably warm weather in late February that brought the wheat crop out of winter dormancy early was followed by three weeks of unusually cold weather.     Damaging effects were seen in the fields, most of which show stands with a yellow-brown cast indicating extensive leaf and possible root damage from repeated freezings, he said.     The report said that since much of the early growth in February was from late seeding rather than from normal development, his view was that the damage may be more extensive than some local observers say.     The most seriously affected fields were late-seeded fields on normal maize soils. Stands in these fields were thin and chances of recovery appeared less favorable, he said.     However, he said soil moisture conditions were favorable and many of the fields had already been top-dressed, which would aid recovery.  Reuter &#3;",1,0,0,0,1
14,"LYNG HAS NO COMMENT ON WHEAT SUBSIDY TO SOVIETS U.S. Agriculture Secretary Richard Lyng declined to confirm statements made today by a farm state congressman that the United States will offer subsidized wheat to the Soviet Union within the next 10 days to two weeks.     When asked to clarify comments by Rep. Pat Roberts of Kansas that the administration would soon offer Export Enhancement wheat to the Soviet Union Lyng said, ""well it won't be today,"" and then added, ""we have no official comment one way or the other.""     Lyng would not comment on whether a wheat subsidy offer to the USSR is under more active consideration at the USDA, saying that any remarks by him would be tantamount to an official announcement and could be construed inappropriately.  Reuter &#3;",0,0,0,0,1
